"Type","Consumed","ShortType","Vintage","Color","Category","Varietal","Country"
"Ros�","28.2.2021","Drank","2017","Ros�","Dry","Nerello Mascalese","Italy"
"Red","27.2.2021","Drank","2017","Red","Dry","Red Bordeaux Blend","France"
"Red","27.2.2021","Drank","2017","Red","Dry","Red Bordeaux Blend","France"
"Red","25.2.2021","Drank","2012","Red","Dry","Red Bordeaux Blend","Italy"
"Red","24.2.2021","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","23.2.2021","Drank","2010","Red","Dry","Nebbiolo","Italy"
"Red","22.2.2021","Drank","2016","Red","Dry","Nero d'Avola","Italy"
"Red","22.2.2021","Drank","2016","Red","Dry","SuperTuscan Blend","Italy"
"Red","21.2.2021","Drank","2015","Red","Dry","Primitivo","Italy"
"Red","20.2.2021","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","19.2.2021","Drank","2013","Red","Dry","Sangiovese","Italy"
"White","14.2.2021","Drank","2018","White","Dry","Sauvignon","Italy"
"Red","13.2.2021","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","12.2.2021","Drank","2016","Red","Dry","Nerello Blend","Italy"
"Red","7.2.2021","Drank","2017","Red","Dry","Cabernet Sauvignon","USA"
"Red","6.2.2021","Drank","2017","Red","Dry","Cabernet Sauvignon","Bulgaria"
"White","5.2.2021","Drank","2019","White","Dry","Sauvignon Blanc","France"
"Red","31.1.2021","Drank","2016","Red","Dry","Primitivo","Italy"
"Red","30.1.2021","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","29.1.2021","Drank","2015","Red","Dry","Red Bordeaux Blend","South Africa"
"White","24.1.2021","Drank","2017","White","Dry","Sandanski Misket","Bulgaria"
"Red","23.1.2021","Drank","2012","Red","Dry","Corvina","Italy"
"White","22.1.2021","Drank","2017","White","Dry","Riesling","USA"
"White","22.1.2021","Drank","2017","White","Dry","Carricante","Italy"
"Red","22.1.2021","Drank","2009","Red","Dry","Tempranillo Blend","Spain"
"Red","17.1.2021","Drank","2015","Red","Dry","Corvina Blend","Italy"
"White - Sparkling","15.1.2021","Drank","1001","White","Sparkling","Champagne Blend","France"
"White - Sparkling","15.1.2021","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","15.1.2021","Drank","2015","Red","Dry","Grenache Blend","Spain"
"Red","10.1.2021","Drank","2015","Red","Dry","Barbera","Italy"
"Red","9.1.2021","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","8.1.2021","Drank","2015","Red","Dry","Zinfandel","USA"
"Red","5.1.2021","Drank","2013","Red","Dry","Sangiovese","Italy"
"Red","4.1.2021","Drank","2016","Red","Dry","Nebbiolo","Italy"
"Red","27.12.2020","Drank","2016","Red","Dry","Red Rhone Blend","France"
"Red","26.12.2020","Drank","2016","Red","Dry","Sangiovese Blend","Italy"
"Red","25.12.2020","Drank","2015","Red","Dry","Tempranillo","Spain"
"Red","25.12.2020","Drank","2016","Red","Dry","Malbec","Argentina"
"Red","24.12.2020","Drank","2013","Red","Dry","Red Rhone Blend","France"
"Red - Fortified","24.12.2020","Drank","1001","Red","Fortified","Port Blend","Portugal"
"White","23.12.2020","Drank","2017","White","Dry","Carricante","Italy"
"Red","22.12.2020","Drank","2012","Red","Dry","Nebbiolo","Italy"
"Red","20.12.2020","Drank","2016","Red","Dry","Corvina Blend","Italy"
"White","19.12.2020","Drank","2018","White","Dry","White Rhone Blend","France"
"Red","19.12.2020","Drank","2013","Red","Dry","Syrah","France"
"White","18.12.2020","Drank","2016","White","Dry","Albari�o","Spain"
"Red","13.12.2020","Drank","2016","Red","Dry","SuperTuscan Blend","Italy"
"Red","12.12.2020","Drank","2012","Red","Dry","Corvina","Italy"
"Red","11.12.2020","Drank","2015","Red","Dry","Nebbiolo","Italy"
"White","6.12.2020","Drank","2017","White","Dry","Sauvignon","Italy"
"Red","5.12.2020","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","4.12.2020","Drank","2015","Red","Dry","Sangiovese Blend","Italy"
"Red","4.12.2020","Drank","2015","Red","Dry","Sangiovese Blend","Italy"
"Red","29.11.2020","Drank","2016","Red","Dry","Nero d'Avola","Italy"
"Red","28.11.2020","Drank","2015","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","27.11.2020","Drank","2014","Red","Dry","Red Bordeaux Blend","South Africa"
"White","22.11.2020","Drank","2017","White","Dry","Vermentino","Italy"
"Red","21.11.2020","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","20.11.2020","Drank","2015","Red","Dry","Sangiovese Blend","Italy"
"Red","15.11.2020","Drank","2015","Red","Dry","SuperTuscan Blend","Italy"
"Red","14.11.2020","Drank","2012","Red","Dry","Tempranillo Blend","Spain"
"Red","13.11.2020","Drank","2015","Red","Dry","Nebbiolo","Italy"
"Red","7.11.2020","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","6.11.2020","Drank","2015","Red","Dry","Zinfandel","USA"
"Red","1.11.2020","Drank","2016","Red","Dry","Red Bordeaux Blend","France"
"Red","31.10.2020","Drank","2015","Red","Dry","Primitivo","Italy"
"Red","31.10.2020","Drank","2016","Red","Dry","Pinot Nero","Italy"
"Red","31.10.2020","Drank","2016","Red","Dry","Malbec","Argentina"
"Red","31.10.2020","Drank","2015","Red","Dry","Tempranillo","Spain"
"Red","25.10.2020","Drank","2016","Red","Dry","Corvina Blend","Italy"
"Red","24.10.2020","Drank","2015","Red","Dry","Nero d'Avola","Italy"
"Red","23.10.2020","Drank","2016","Red","Dry","Nerello Blend","Italy"
"White","18.10.2020","Drank","2018","White","Dry","Chardonnay","France"
"Red","17.10.2020","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","16.10.2020","Drank","2012","Red","Dry","Red Rhone Blend","France"
"Red","10.10.2020","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","9.10.2020","Drank","2016","Red","Dry","Malbec","Argentina"
"Red","3.10.2020","Drank","2012","Red","Dry","Corvina Blend","Italy"
"Red","26.9.2020","Drank","2012","Red","Dry","Tempranillo","Spain"
"Red","25.9.2020","Drank","2013","Red","Dry","Sp�tburgunder","Germany"
"Red","18.9.2020","Drank","2013","Red","Dry","Sangiovese","Italy"
"Red","11.9.2020","Cooking","2015","Red","Dry","Tempranillo","Spain"
"Red","11.9.2020","Drank","2015","Red","Dry","Sangiovese","Italy"
"Red","5.9.2020","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","4.9.2020","Drank","2014","Red","Dry","Shiraz","Australia"
"White - Sparkling","31.8.2020","Drank","1001","White","Sparkling","Champagne Blend","France"
"White - Sparkling","31.8.2020","Drank","1001","White","Sparkling","Champagne Blend","France"
"White - Sparkling","31.8.2020","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","29.8.2020","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Ros� - Sparkling","28.8.2020","Drank","1001","Ros�","Sparkling","Champagne Blend","France"
"Red","28.8.2020","Drank","2014","Red","Dry","Sp�tburgunder","Germany"
"Red","28.8.2020","Drank","2014","Red","Dry","Red Bordeaux Blend","France"
"Red","22.8.2020","Drank","2015","Red","Dry","SuperTuscan Blend","Italy"
"Red","21.8.2020","Drank","2015","Red","Dry","SuperTuscan Blend","Italy"
"Red","15.8.2020","Drank","2011","Red","Dry","Nebbiolo","Italy"
"Red","14.8.2020","Drank","2015","Red","Dry","Red Rhone Blend","France"
"White - Sparkling","14.8.2020","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red - Sparkling","14.8.2020","Drank","2018","Red","Sparkling","Brachetto","Italy"
"Red","11.8.2020","Drank","2015","Red","Dry","Zinfandel","USA"
"White","10.8.2020","Drank","2017","White","Dry","Chardonnay","France"
"Red","9.8.2020","Drank","2016","Red","Dry","Corvina Blend","Italy"
"Red","4.8.2020","Drank","2015","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","3.8.2020","Drank","2018","Red","Dry","Red Rhone Blend","France"
"Red","2.8.2020","Drank","2011","Red","Dry","Corvina","Italy"
"Red","1.8.2020","Drank","2014","Red","Dry","Nerello Mascalese","Italy"
"Red","31.7.2020","Drank","2015","Red","Dry","Grenache Blend","Spain"
"Red","27.7.2020","Drank","2015","Red","Dry","Corvina Blend","Italy"
"White","24.7.2020","Drank","2016","White","Dry","Sauvignon","Italy"
"Red","23.7.2020","Drank","2015","Red","Dry","Nero d'Avola","Italy"
"Red","22.7.2020","Drank","2015","Red","Dry","Tempranillo","Spain"
"Red","21.7.2020","Drank","2015","Red","Dry","Merlot","Italy"
"Red","20.7.2020","Drank","2015","Red","Dry","Blauburgunder","Italy"
"Red","19.7.2020","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","18.7.2020","Drank","2012","Red","Dry","Red Bordeaux Blend","Italy"
"Ros�","18.7.2020","Drank","2015","Ros�","Dry","Tempranillo Blend","Spain"
"Red","17.7.2020","Drank","2015","Red","Dry","Nebbiolo","Italy"
"White","16.7.2020","Drank","2016","White","Dry","Sauvignon","Italy"
"Red","15.7.2020","Drank","2011","Red","Dry","Tempranillo","Spain"
"Red","12.7.2020","Drank","2014","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","11.7.2020","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","10.7.2020","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","8.7.2020","Drank","2013","Red","Dry","Red Bordeaux Blend","Italy"
"Red","8.7.2020","Drank","2016","Red","Dry","Nerello Blend","Italy"
"Red","7.7.2020","Drank","2014","Red","Dry","Primitivo","Italy"
"Red","7.7.2020","Drank","2016","Red","Dry","Primitivo","Italy"
"Red","6.7.2020","Drank","2015","Red","Dry","Malbec Blend","Argentina"
"Ros�","6.7.2020","Drank","2019","Ros�","Dry","Ros� Blend","France"
"Red","5.7.2020","Drank","2012","Red","Dry","Sangiovese","Italy"
"Red","5.7.2020","Drank","2010","Red","Dry","Sangiovese","Italy"
"Red","2.7.2020","Drank","2015","Red","Dry","Sangiovese","Italy"
"Red","1.7.2020","Drank","2010","Red","Dry","Nebbiolo","Italy"
"Red","30.6.2020","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Ros�","29.6.2020","Drank","2019","Ros�","Dry","Ros� Blend","France"
"White","28.6.2020","Drank","2016","White","Dry","Chardonnay","France"
"Red","27.6.2020","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","27.6.2020","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","26.6.2020","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","25.6.2020","Drank","2016","Red","Dry","Pinot Nero","Italy"
"White","24.6.2020","Drank","2016","White","Dry","Carricante","Italy"
"White - Sparkling","23.6.2020","Drank","1001","White","Sparkling","Champagne Blend","France"
"White - Sparkling","23.6.2020","Drank","1001","White","Sparkling","Champagne Blend","France"
"White - Sparkling","23.6.2020","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","21.6.2020","Drank","2015","Red","Dry","SuperTuscan Blend","Italy"
"White - Sparkling","20.6.2020","Drank","1001","White","Sparkling","Champagne Blend","France"
"White","20.6.2020","Drank","2017","White","Dry","Riesling","USA"
"White","20.6.2020","Drank","2017","White","Dry","Riesling","USA"
"Red","20.6.2020","Drank","2015","Red","Dry","Carignan Blend","Italy"
"White","19.6.2020","Drank","2017","White","Dry","Garganega","Italy"
"Red","19.6.2020","Drank","2012","Red","Dry","Red Bordeaux Blend","France"
"White - Sparkling","17.6.2020","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","17.6.2020","Drank","2015","Red","Dry","Primitivo","Italy"
"Red","14.6.2020","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","12.6.2020","Drank","1996","Red","Dry","Nebbiolo","Italy"
"Red","10.6.2020","Drank","2015","Red","Dry","Nero d'Avola","Italy"
"White - Sparkling","10.6.2020","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","7.6.2020","Drank","2014","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","6.6.2020","Drank","2014","Red","Dry","Red Bordeaux Blend","South Africa"
"Red","5.6.2020","Drank","2012","Red","Dry","Sangiovese","Italy"
"White","5.6.2020","Drank","2017","White","Dry","Riesling","USA"
"Red","31.5.2020","Drank","2016","Red","Dry","Corvina Blend","Italy"
"White","30.5.2020","Drank","2017","White","Dry","Riesling","USA"
"Ros�","30.5.2020","Drank","2017","Ros�","Dry","Primitivo","Italy"
"Red","29.5.2020","Drank","2016","Red","Dry","Rubin","Bulgaria"
"Red","23.5.2020","Drank","2015","Red","Dry","Merlot","Italy"
"White","22.5.2020","Drank","2015","White","Dry","Chardonnay","France"
"White - Sparkling","22.5.2020","Drank","1001","White","Sparkling","Chardonnay","France"
"Red","21.5.2020","Drank","2015","Red","Dry","Zinfandel","USA"
"Red","20.5.2020","Drank","2016","Red","Dry","Red Rhone Blend","France"
"Red","17.5.2020","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","16.5.2020","Drank","2016","Red","Dry","Sangiovese Blend","Italy"
"Red","16.5.2020","Drank","2012","Red","Dry","Sangiovese Blend","Italy"
"Red","15.5.2020","Drank","2015","Red","Dry","Primitivo","Italy"
"White","10.5.2020","Drank","2017","White","Dry","Chardonnay","France"
"Red","9.5.2020","Drank","2013","Red","Dry","Corvina Blend","Italy"
"Red","8.5.2020","Drank","2014","Red","Dry","Malbec Blend","Argentina"
"Red","8.5.2020","Drank","2015","Red","Dry","Malbec","Argentina"
"Red","6.5.2020","Drank","2016","Red","Dry","Nebbiolo","Italy"
"Red","2.5.2020","Drank","2010","Red","Dry","Corvina","Italy"
"Red","1.5.2020","Drank","2015","Red","Dry","Nero d'Avola","Italy"
"White","1.5.2020","Drank","2016","White","Dry","Gew�rztraminer","Italy"
"Red","30.4.2020","Drank","2009","Red","Dry","Sangiovese","Italy"
"Red","30.4.2020","Drank","2015","Red","Dry","Sangiovese Blend","Italy"
"White","26.4.2020","Drank","2014","White","Dry","Chardonnay","France"
"Red","25.4.2020","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","24.4.2020","Drank","2015","Red","Dry","Pinot Noir","Chile"
"Red","22.4.2020","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","19.4.2020","Drank","2013","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Ros�","18.4.2020","Drank","2017","Ros�","Dry","Grenache Blend","France"
"Red","18.4.2020","Drank","2015","Red","Dry","Nerello Mascalese","Italy"
"White","17.4.2020","Drank","2016","White","Dry","Albari�o","Spain"
"Red","13.4.2020","Drank","2015","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red - Fortified","11.4.2020","Drank","2010","Red","Fortified","Grenache Blend","France"
"Red","11.4.2020","Drank","2010","Red","Dry","Red Rhone Blend","France"
"Red","10.4.2020","Drank","2015","Red","Dry","Grenache Blend","Spain"
"Ros� - Sparkling","10.4.2020","Drank","1001","Ros�","Sparkling","Champagne Blend","Italy"
"Red","9.4.2020","Drank","2015","Red","Dry","Nebbiolo","Italy"
"White","5.4.2020","Drank","2017","White","Dry","Sauvignon Blanc","France"
"Red","4.4.2020","Drank","2017","Red","Dry","Cabernet Sauvignon","USA"
"Red","3.4.2020","Drank","2010","Red","Dry","Sangiovese","Italy"
"Red","1.4.2020","Drank","2015","Red","Dry","Sangiovese Blend","Italy"
"Red","29.3.2020","Drank","2014","Red","Dry","Zinfandel","USA"
"Red","28.3.2020","Drank","2014","Red","Dry","Red Bordeaux Blend","France"
"Red","27.3.2020","Drank","2010","Red","Dry","Nebbiolo","Italy"
"Red","25.3.2020","Drank","2015","Red","Dry","Malbec","Argentina"
"White","22.3.2020","Drank","2016","White","Dry","Chardonnay","France"
"Red","21.3.2020","Drank","2006","Red","Dry","Corvina Blend","Italy"
"Ros� - Sparkling","21.3.2020","Drank","1001","Ros�","Sparkling","Champagne Blend","France"
"Red","20.3.2020","Drank","2013","Red","Dry","Red Bordeaux Blend","Italy"
"White","17.3.2020","Drank","2016","White","Dry","Garganega","Italy"
"Red","15.3.2020","Drank","2011","Red","Dry","Corvina","Italy"
"Red","14.3.2020","Drank","2017","Red","Dry","Cabernet Sauvignon","Bulgaria"
"Red","13.3.2020","Drank","2012","Red","Dry","Red Rhone Blend","France"
"Red","8.3.2020","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","6.3.2020","Drank","2017","Red","Dry","Red Rhone Blend","France"
"White - Sparkling","6.3.2020","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","6.3.2020","Drank","2012","Red","Dry","Red Rhone Blend","France"
"White","6.3.2020","Drank","2016","White","Dry","Sauvignon","Italy"
"White - Sweet/Dessert","6.3.2020","Drank","2013","White","Sweet/Dessert","Zibibbo","Italy"
"Red","1.3.2020","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","28.2.2020","Drank","2015","Red","Dry","Nero d'Avola","Italy"
"Red","23.2.2020","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","9.2.2020","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","7.2.2020","Drank","2016","Red","Dry","SuperTuscan Blend","Italy"
"Red","2.2.2020","Drank","2015","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Ros� - Sparkling","1.2.2020","Drank","1001","Ros�","Sparkling","Pinot Noir","France"
"Red","1.2.2020","Drank","2009","Red","Dry","Tempranillo Blend","Spain"
"Red","31.1.2020","Drank","2014","Red","Dry","Red Bordeaux Blend","South Africa"
"Red - Fortified","25.1.2020","Drank","2012","Red","Fortified","Port Blend","Portugal"
"Red","24.1.2020","Drank","2011","Red","Dry","Nebbiolo","Italy"
"Red","19.1.2020","Drank","2015","Red","Dry","Primitivo","Italy"
"Red","18.1.2020","Drank","2013","Red","Dry","Corvina Blend","Italy"
"White","11.1.2020","Drank","2016","White","Dry","Carricante","Italy"
"Red","10.1.2020","Drank","2015","Red","Dry","SuperTuscan Blend","Italy"
"Red","5.1.2020","Drank","2012","Red","Dry","Sangiovese","Italy"
"Red","4.1.2020","Drank","2015","Red","Dry","Sangiovese Blend","Italy"
"Red","3.1.2020","Drank","2014","Red","Dry","Nerello Blend","Italy"
"Red","1.1.2020","Drank","2011","Red","Dry","Corvina","Italy"
"Red - Sparkling","31.12.2019","Drank","2017","Red","Sparkling","Brachetto","Italy"
"Red","31.12.2019","Drank","2015","Red","Dry","Carignan Blend","Italy"
"White","31.12.2019","Drank","2018","White","Dry","White Rhone Blend","France"
"White - Sparkling","31.12.2019","Drank","2013","White","Sparkling","Champagne Blend","Italy"
"Red","30.12.2019","Drank","2012","Red","Dry","Red Bordeaux Blend","France"
"Red","29.12.2019","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","27.12.2019","Drank","2012","Red","Dry","Aglianico","Italy"
"Red","26.12.2019","Drank","2015","Red","Dry","Blauburgunder","Italy"
"Red","25.12.2019","Drank","2012","Red","Dry","Tempranillo Blend","Spain"
"White - Sparkling","24.12.2019","Drank","2017","White","Sparkling","Moscato","Italy"
"Red","24.12.2019","Drank","2012","Red","Dry","Corvina Blend","Italy"
"White - Sparkling","24.12.2019","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","23.12.2019","Drank","2013","Red","Dry","Nero d'Avola","Italy"
"Red","22.12.2019","Drank","2014","Red","Dry","Grenache Blend","France"
"White","21.12.2019","Drank","2016","White","Dry","Chardonnay","France"
"Red","20.12.2019","Gifted","2015","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","13.12.2019","Drank","2016","Red","Dry","Nerello Blend","Italy"
"Red","7.12.2019","Sold","2016","Red","Dry","Nebbiolo","Italy"
"Red","7.12.2019","Sold","2015","Red","Dry","Sangiovese Blend","Italy"
"Red","7.12.2019","Sold","2015","Red","Dry","Nero d'Avola","Italy"
"Red","7.12.2019","Sold","2014","Red","Dry","Sp�tburgunder","Germany"
"Red","7.12.2019","Sold","2016","Red","Dry","Primitivo","Italy"
"Red","7.12.2019","Sold","2015","Red","Dry","Sangiovese Blend","Italy"
"Red","7.12.2019","Sold","2015","Red","Dry","Tempranillo","Spain"
"Red","7.12.2019","Drank","2015","Red","Dry","Corvina Blend","Italy"
"White - Sparkling","6.12.2019","Drank","1001","White","Sparkling","Pinot Noir","France"
"Red","6.12.2019","Drank","2011","Red","Dry","Tempranillo","Spain"
"Red","5.12.2019","Drank","2015","Red","Dry","Nero d'Avola","Italy"
"Red","30.11.2019","Drank","2013","Red","Dry","Red Bordeaux Blend","South Africa"
"Red","26.11.2019","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","26.11.2019","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","24.11.2019","Drank","2015","Red","Dry","Corvina Blend","Italy"
"White - Sweet/Dessert","22.11.2019","Drank","2007","White","Sweet/Dessert","Furmint Blend","Hungary"
"White","22.11.2019","Drank","2016","White","Dry","Sauvignon","Italy"
"Red","22.11.2019","Drank","2009","Red","Dry","Sangiovese","Italy"
"Red","16.11.2019","Drank","2015","Red","Dry","SuperTuscan Blend","Italy"
"Red","16.11.2019","Gifted","2015","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","15.11.2019","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","10.11.2019","Drank","2016","Red","Dry","Pinot Nero","Italy"
"Red","4.11.2019","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","4.11.2019","Sold","2015","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","4.11.2019","Sold","2015","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","4.11.2019","Sold","2015","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","4.11.2019","Sold","2015","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","2.11.2019","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","2.11.2019","Drank","2015","Red","Dry","Tempranillo","Spain"
"White - Sparkling","19.10.2019","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","19.10.2019","Drank","2014","Red","Dry","Zinfandel","USA"
"Red","18.10.2019","Drank","2016","Red","Dry","Nebbiolo","Italy"
"Red","4.10.2019","Drank","2014","Red","Dry","Nebbiolo","Italy"
"Red","28.9.2019","Drank","2015","Red","Dry","Corvina Blend","Italy"
"Red","27.9.2019","Drank","2015","Red","Dry","Nero d'Avola","Italy"
"Red","21.9.2019","Drank","2012","Red","Dry","Red Rhone Blend","France"
"Red","20.9.2019","Drank","2015","Red","Dry","Sangiovese Blend","Italy"
"White - Sweet/Dessert","15.9.2019","Drank","2008","White","Sweet/Dessert","S�millon-Sauvignon Blanc Blend","France"
"Red","14.9.2019","Drank","2017","Red","Dry","Red Rhone Blend","France"
"Red","14.9.2019","Drank","2017","Red","Dry","Red Rhone Blend","France"
"Red","14.9.2019","Drank","2017","Red","Dry","Red Rhone Blend","France"
"Red","14.9.2019","Drank","2017","Red","Dry","Red Rhone Blend","France"
"White","14.9.2019","Drank","2017","White","Dry","Sauvignon","Italy"
"White","14.9.2019","Drank","2017","White","Dry","Sauvignon","Italy"
"White","14.9.2019","Drank","2017","White","Dry","Sauvignon","Italy"
"White","14.9.2019","Drank","2017","White","Dry","Sauvignon","Italy"
"White - Sparkling","14.9.2019","Drank","1001","White","Sparkling","Champagne Blend","France"
"White - Sparkling","14.9.2019","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","13.9.2019","Drank","2000","Red","Dry","Malbec","France"
"Red","7.9.2019","Drank","2011","Red","Dry","Sangiovese Blend","Italy"
"Red","6.9.2019","Drank","2014","Red","Dry","Tempranillo Blend","Spain"
"Red","31.8.2019","Drank","2013","Red","Dry","Corvina Blend","Italy"
"Red","30.8.2019","Drank","2011","Red","Dry","Sangiovese","Italy"
"Red","25.8.2019","Drank","2014","Red","Dry","Nerello Mascalese","Italy"
"Red","24.8.2019","Drank","2010","Red","Dry","Red Bordeaux Blend","France"
"Red","22.8.2019","Drank","2015","Red","Dry","Nero d'Avola","Italy"
"Red","17.8.2019","Drank","2012","Red","Dry","Corvina","Italy"
"White","16.8.2019","Drank","2017","White","Dry","White Rhone Blend","France"
"Red","9.8.2019","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Ros�","8.8.2019","Drank","2018","Ros�","Dry","Ros� Blend","France"
"Red","6.8.2019","Drank","2012","Red","Dry","Red Bordeaux Blend","Italy"
"Red","4.8.2019","Drank","2015","Red","Dry","Corvina Blend","Italy"
"White","3.8.2019","Cooking","2017","White","Dry","Riesling","USA"
"Red","3.8.2019","Drank","2014","Red","Dry","Nerello Mascalese","Italy"
"Red","29.7.2019","Drank","2015","Red","Dry","Red Bordeaux Blend","France"
"White - Sparkling","29.7.2019","Drank","1001","White","Sparkling","Chardonnay","France"
"White","28.7.2019","Drank","2017","White","Dry","Riesling","USA"
"Red","26.7.2019","Drank","2015","Red","Dry","Grenache Blend","Spain"
"White","25.7.2019","Drank","2016","White","Dry","Chardonnay","France"
"Red","24.7.2019","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","24.7.2019","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","23.7.2019","Drank","2013","Red","Dry","Red Bordeaux Blend","Italy"
"Red","23.7.2019","Drank","2015","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","22.7.2019","Drank","2015","Red","Dry","Primitivo","Italy"
"White","21.7.2019","Drank","2016","White","Dry","Sauvignon","Italy"
"Red","21.7.2019","Drank","2010","Red","Dry","Sangiovese","Italy"
"Red","17.7.2019","Drank","2016","Red","Dry","SuperTuscan Blend","Italy"
"Red","14.7.2019","Drank","2014","Red","Dry","Merlot","Italy"
"Red","13.7.2019","Drank","2015","Red","Dry","Red Rhone Blend","France"
"White","12.7.2019","Drank","2017","White","Dry","Chardonnay","South Africa"
"Red","11.7.2019","Drank","2013","Red","Dry","Red Bordeaux Blend","Bulgaria"
"White","24.6.2019","Drank","2016","White","Dry","Chardonnay","France"
"Red","22.6.2019","Drank","2016","Red","Dry","Nebbiolo","Italy"
"White - Sparkling","22.6.2019","Drank","2017","White","Sparkling","Moscato","Italy"
"Orange","22.6.2019","Drank","2015","Orange","Dry","Kisi","Georgia"
"Red","22.6.2019","Drank","2010","Red","Dry","Nebbiolo","Italy"
"Red","21.6.2019","Drank","2013","Red","Dry","Red Bordeaux Blend","South Africa"
"Red","21.6.2019","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Ros�","21.6.2019","Drank","2017","Ros�","Dry","Grenache Blend","France"
"Red","20.6.2019","Drank","2015","Red","Dry","Primitivo","Italy"
"Red","20.6.2019","Drank","2015","Red","Dry","Primitivo","Italy"
"Red","17.6.2019","Drank","2015","Red","Dry","Pinot Nero","Italy"
"Red","7.6.2019","Drank","2013","Red","Dry","Red Bordeaux Blend","Italy"
"White","2.6.2019","Drank","2016","White","Dry","Chardonnay","France"
"White - Sparkling","1.6.2019","Gifted","1001","White","Sparkling","Champagne Blend","France"
"Red","1.6.2019","Drank","2014","Red","Dry","Nerello Blend","Italy"
"Ros�","29.5.2019","Drank","2017","Ros�","Dry","Nerello Mascalese","Italy"
"White - Sparkling","27.5.2019","Drank","1001","White","Sparkling","Champagne Blend","France"
"White - Sparkling","27.5.2019","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","25.5.2019","Drank","2013","Red","Dry","Corvina Blend","Italy"
"Red","24.5.2019","Drank","2013","Red","Dry","Red Bordeaux Blend","Bulgaria"
"White - Sparkling","24.5.2019","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","20.5.2019","Drank","2014","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","20.5.2019","Drank","2014","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","20.5.2019","Drank","2015","Red","Dry","Malbec","Argentina"
